timestamp,open,high,low,close,volume,volCcy,volCcyQuote,confirm,ma_5,ma_10,ma_20,ma_50,ma_200,ema_12,ema_26,rsi,rsi_signal,macd,macd_signal,macd_hist,macd_cross,bollinger_upper,bollinger_middle,bollinger_lower,bollinger_position,bollinger_width,bb_signal,atr,atr_ratio,volume_ma_5,volume_ma_20,volume_ratio,volume_price_trend,obv,returns_1,returns_5,returns_20,volatility_5,volatility_20,high_low_range,open_close_range,price_position_20,momentum_5,momentum_10,williams_r,cci,symbol,timeframe
2025-10-01 12:00:00,116782.0,116887.9,116361.0,116412.6,240.1562052,28007247.653078686,28007247.653078686,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,,240.1562052,,,,,,0.004526142359160384,-0.0031631587059649103,,,,,,BTC-USDT,1H
2025-10-01 13:00:00,116412.6,116836.7,116408.0,116812.0,231.24916125,26958742.09110575,26958742.09110575,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,92360.91500324865,471.40536645,0.0034309000915708765,,,,,0.0036699996575694028,0.0034309000915707937,,,,,,BTC-USDT,1H
2025-10-01 14:00:00,116811.9,117432.0,116716.0,117294.6,496.47956389,58160025.21386223,58160025.21386223,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,239601.0375333169,967.88493034,0.004131424853611065,,,,,0.006104287835927655,0.004132284467592871,,,,,,BTC-USDT,1H
2025-10-01 15:00:00,117294.7,117657.0,117067.3,117425.0,326.70040021,38360263.61646133,38360263.61646133,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,42601.7321873821,1294.58533055,0.001111730633805763,,,,,0.005021928890781325,0.0011108771325558863,,,,,,BTC-USDT,1H
2025-10-01 16:00:00,117426.0,118200.0,117314.0,117536.1,1027.11694112,121084539.45154008,121084539.45154008,1,117096.06000000001,,,,,,,,0,,,,0,,,,,,0,,,464.34045433400007,,,114112.69215843799,2321.7022716700003,0.0009461358313818113,,,,,0.007538109568039096,0.0009376117725206157,,,,,,BTC-USDT,1H
2025-10-01 17:00:00,117536.1,117692.0,116724.0,116761.0,372.2354641,43579410.14738707,43579410.14738707,1,117165.74000000002,,,,,,,,0,,,,0,,,,,,0,,,490.7563061140001,,,-288519.70822391217,1949.4668075700004,-0.006594569668382788,0.0029928031845349867,,0.004261113014782074,,0.00829043944467759,-0.006594569668382785,,0.0029928031845349867,,,,BTC-USDT,1H
2025-10-01 18:00:00,116762.0,117333.3,116762.0,117235.7,303.72484922,35534528.00677416,35534528.00677416,1,117250.48000000001,,,,,,,,0,,,,0,,,,,,0,,,505.2514437080002,,,144178.18592473312,2253.1916567900003,0.004065569839244221,0.003627195836044317,,0.004374284221609088,,0.0048730889993406695,0.0040569705897466396,,0.003627195836044317,,,,BTC-USDT,1H
2025-10-01 19:00:00,117235.8,117619.6,117210.7,117443.0,184.20077324,21634572.849475812,21634572.849475812,1,117280.16,,,,,,,,0,,,,0,,,,,,0,,,442.79568557800013,,,38184.820292652534,2437.3924300300005,0.0017682327140964293,0.0012651903838709622,,0.0040292207320046566,,0.003481688989552453,0.0017673782240578142,,0.0012651903838709622,,,,BTC-USDT,1H
2025-10-01 20:00:00,117443.1,117546.6,117165.3,117543.6,107.4361851,12605631.062956212,12605631.062956212,1,117303.88,,,,,,,,0,,,,0,,,,,,0,,,398.94284255600013,,,10808.080221060625,2544.8286151300003,0.0008565857479798655,0.0010100063870555065,,0.0040173259916905886,,0.0032439026880238726,0.0008557335424558786,,0.0010100063870555065,,,,BTC-USDT,1H
2025-10-01 21:00:00,117543.6,117588.0,117341.5,117563.9,60.03809648,7052918.816566757,7052918.816566757,1,117309.44000000002,117202.75,,,,,,,0,,,,0,,,,,,0,,,205.5270736280001,,,1218.7733585433011,2604.8667116100005,0.00017270187402784742,0.0002365230767398252,,0.003996654807102127,,0.0020967320750672615,0.0001727018740279212,,0.0002365230767398252,,,,BTC-USDT,1H
2025-10-01 22:00:00,117564.0,118088.0,117564.0,117759.8,223.37049113,26323243.160436027,26323243.160436027,1,117509.20000000003,117337.47,,,,,,,0,,,,0,,,,,,0,,,175.7540790340001,,,43758.27921236895,2828.2372027400006,0.0016663278438364681,0.00855422615428103,,0.001470163618772907,,0.004449735818165452,0.0016654758259331335,,0.00855422615428103,0.011572630454091737,,,BTC-USDT,1H
2025-10-01 23:00:00,117759.8,118655.7,117693.9,118607.7,350.31773959,41438304.84789133,41438304.84789133,1,117783.60000000002,117517.04,,,,117366.25,,,0,,,,0,,,,,,0,,,185.0726571080001,,,297034.41139835893,3178.554942330001,0.007200250000424457,0.011702919844381876,,0.0027973301240492585,,0.008109085666444952,0.007200250000424543,,0.011702919844381876,0.015372564462555083,,,BTC-USDT,1H
2025-10-02 00:00:00,118607.7,119458.9,118412.4,118440.2,717.16874077,85312298.75227271,85312298.75227271,1,117983.04000000001,117631.59999999998,,,,117531.47307692308,,,0,,,,0,,,,,,0,,,291.6662506140001,,,-120125.764078975,2461.3862015600007,-0.001412218599635584,0.008490927513772561,,0.0032780986171217527,,0.008835682479428437,-0.0014122185996356055,,0.008490927513772561,0.009766860537484101,,,BTC-USDT,1H
2025-10-02 01:00:00,118440.3,118903.9,118375.0,118634.4,415.72475783,49321588.66152034,49321588.66152034,1,118201.20000000003,117752.53999999996,,,,117701.15414201183,,,0,,,,0,,,,,,0,,,353.32396516000006,,,80733.7479705848,2877.1109593900005,0.0016396459985714706,0.009279960797525355,,0.003246478965878015,,0.00445823471101126,0.0016388003069900301,,0.009279960797525355,0.010299340004257918,-26.614803576616467,,BTC-USDT,1H
