timestamp,open,high,low,close,volume,volCcy,volCcyQuote,confirm,ma_5,ma_10,ma_20,ma_50,ma_200,ema_12,ema_26,rsi,rsi_signal,macd,macd_signal,macd_hist,macd_cross,bollinger_upper,bollinger_middle,bollinger_lower,bollinger_position,bollinger_width,bb_signal,atr,atr_ratio,volume_ma_5,volume_ma_20,volume_ratio,volume_price_trend,obv,returns_1,returns_5,returns_20,volatility_5,volatility_20,high_low_range,open_close_range,price_position_20,momentum_5,momentum_10,williams_r,cci,symbol,timeframe
2021-12-21 16:00:00,3977.7,4074.82,3931.15,4006.96,52531.286303,210783431.898356,210783431.898356,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,,52531.286303,,,,,,0.03585511210493743,0.007356009754380727,,,,,,ETH-USDT,1D
2021-12-22 16:00:00,4006.95,4033.47,3890.81,3948.76,55553.949277,219697137.89058,219697137.89058,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,-3233239.84792139,-3022.662973999999,-0.014524726975063351,,,,,0.03612779708060248,-0.014522267560114202,,,,,,ETH-USDT,1D
2021-12-23 16:00:00,3948.78,4152.12,3944.72,4093.45,84565.455405,345172701.92813,345172701.92813,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,12235775.742549416,81542.79243100001,0.03664188251501721,,,,,0.050666308370689785,0.03663663207370368,,,,,,ETH-USDT,1D
2021-12-24 16:00:00,4093.85,4134.68,4018.01,4079.99,49714.063356,202107195.894255,202107195.894255,1,,,,,,,,,0,,,,0,,,,,,0,,,,,,-669151.2927717618,31828.72907500001,-0.0032881798971527987,,,,,0.028595658322691987,-0.0033855661541092436,,,,,,ETH-USDT,1D
2021-12-25 16:00:00,4079.93,4138.3,4004.99,4053.76,44965.61842,182599698.725693,182599698.725693,1,4036.584,,,,,,,,0,,,,0,,,,,,0,,,57466.0745522,,,-1179448.1711565803,-13136.889344999989,-0.006428937325826722,,,,,0.032885518629618034,-0.006414325735980671,,,,,,ETH-USDT,1D
2021-12-26 16:00:00,4053.76,4113.98,4033.37,4093.19,38993.843776,158903437.653226,158903437.653226,1,4053.8299999999995,,,,,,,,0,,,,0,,,,,,0,,,54758.5860468,,,1537527.2600876738,25856.954431000013,0.009726772181875454,0.021520055104118807,,0.02001517898138566,,0.01969368634243699,0.009726772181875551,,0.021520055104118807,,,,ETH-USDT,1D
2021-12-27 16:00:00,4093.2,4127.12,3849.63,3898.47,84480.984614,334256847.389209,334256847.389209,1,4043.7719999999995,,,,,,,,0,,,,0,,,,,,0,,,60543.9931142,,,-16450137.324038101,-58624.03018299999,-0.047571698357515846,-0.012735643594444901,,0.030531121480268295,,0.07117920620140716,-0.047574025212547645,,-0.012735643594444901,,,,ETH-USDT,1D
2021-12-28 16:00:00,3898.3,3901.83,3697.93,3795.1,90010.1705,341096419.464883,341096419.464883,1,3984.101999999999,,,,,,,,0,,,,0,,,,,,0,,,61632.9361332,,,-9304351.324584989,-148634.20068299997,-0.026515530451689973,-0.07288473048406596,,0.022446580527426138,,0.05372717451450557,-0.02647307800836269,,-0.07288473048406596,,,,ETH-USDT,1D
2021-12-29 16:00:00,3795.1,3799.2,3583.42,3708.97,75005.763418,276106480.616688,276106480.616688,1,3909.897999999999,,,,,,,,0,,,,0,,,,,,0,,,66691.2761456,,,-6460246.403192349,-223639.964101,-0.02269505414877082,-0.09093649739337595,,0.02161757529998287,,0.05817787687686871,-0.022695054148770814,,-0.09093649739337595,,,,ETH-USDT,1D
2021-12-30 16:00:00,3708.98,3814.65,3683.0,3785.0,59254.89134,222425217.629397,222425217.629397,1,3856.1459999999993,3946.3649999999993,,,,,,,0,,,,0,,,,,,0,,,69549.1307296,,,4505149.388580212,-164385.072761,0.020498952539384385,-0.06629894221660881,,0.027883989070769444,,0.03478203434610306,0.020496201111895988,,-0.06629894221660881,,,,ETH-USDT,1D
